"","Aqua.Cap.items","Country","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"1116","Bigeye tuna, Skipjack tuna, Yellowfin tuna, Tuna and bonito","Mauritius",2822444.2671,235.48,476.74,0,0,0,1484.26,887.92,3151.44,4924.3,5507.78,2812.82,4777.18,9030.96,8074.26,2064.96,11246.88,18688.64,20678.14,22467.16,32608.6,34354.52,40285.46,33653.54,39640.88,46492.86,71153.8,75854.44,82099.68,84202.4,86239.24,132305.74,130978.4,125610.52,124677.92,154984.36,136766.56,148255.1,151316.76,171668.69,160324,166095.26,160584.61,153440.86,162341.1471
"1117","Fish","Mauritius",34587.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.94,203.62,0,419.3,2223.33,8845.81,7011.84,6319.23,6221.61,3180.17,0,0,0,0,0,0
"1118","Marine fish","Mauritius",5543.89,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3878,536.06,1115.73
"1119","Pacific salmons","Mauritius",4005.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023.54,2426.32,335.6,194.58,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1120","Pacific salmons, Salmon","Mauritius",178.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.94,3.84,0,0,0,0,0,11.26,0
"1121","Shark and ray and skate","Mauritius",3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59
"1122","Tuna","Mauritius",1244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,906,0
"1123","Tuna, Tuna and bonito","Mauritius",211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0
"1124","Atlantic and Pacific bluefin tuna, Atlantic bluefin tuna, Bigeye tuna, Blackfin tuna, Pacific bluefin tuna, Skipjack tuna, Tuna, Yellowfin tuna","Mexico",34473.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.36,0,0,0,0,0,0,0,0,444.22,1037.4,917.7,891.1,3122.84,3787.84,4130.98,10123.96,9895.333
"1125","Atlantic and Pacific bluefin tuna, Atlantic bluefin tuna, Bigeye tuna, Blackfin tuna, Pacific bluefin tuna, Skipjack tuna, Yellowfin tuna","Mexico",592352.5979,6567.92,9815.1,7799.66,6841,287.32,4109.8,5087.54,1799.12,19.8,28907.7,65102.68,71365.92,74083.86,84121.4,15389.08,16784.78,19659.84,16874.36,3502.8,18456.72,40119.14,24555.5,14400.8,16695.26,0,0,8488.24,6449.52,0,0,0,0,0,0,0,0,0,0,4863.52,0,0,0,8558.49000000001,11645.7279
"1126","Atlantic bluefin tuna, Tuna","Mexico",73063.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,2350,4360,4260,3534,2853,2576,2730,1804,3371,2180,4883,5823,6693,7390,4134,7762,5959.51
"1127","Atlantic chub mackerel, Atlantic Spanish mackerel, Chub mackerel, King mackerel, Pacific jack mackerel","Mexico",78464.7772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,749.94,1644.4,11974.68,7804.9,5685.5,14498.72,8545.9,7540.3,1969.08,1206.14,1667.26,2041.12,521.7,111.02,501.68,3150.02,1350.68,1016.36,54.6,0,0,804.4,2248.78,3087.5972
"1128","Atlantic salmon and Danube salmon, Pacific salmons, Salmon, Rainbow trout, Trout, Trout and char","Mexico",1236.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004.75,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1129","Atlantic sharpnose shark, Blacktip shark, Blue shark, Hammerhead shark, Nurse shark, Pacific angelshark, Tiger shark","Mexico",7218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,5,133,0,484,666,405,1191,998,1616,1488,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1130","Cod, Hake, North Pacific hake, Silver hake","Mexico",25936.0675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.75,2133.75,2452,2630,3791.25,4550,4286.25,4847.0675
"1131","Common carp","Mexico",1890.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,157.25,0,68.75,180,220,754.98
"1132","Flatfish","Mexico",21412.1,0,94,65,0,0,0,0,49,58,168,199,302,571,603,653,1146,622,319,631,843,1086,681,409,541,742,324,372,284,264,240,271,422,583,516,672,972,908,803,894,839,791,869,847,759.1
"1133","Freshwater fish, Marine fish","Mexico",199816.1475,6435.11,6567.42,12530.92,0,0,4191.07,5153.44,7466.99,3214.21,3999.31,6517.59,9676.1,9434.4,6046.65,6907.85,14366.44,8251.85,2899.85,0,13508.8,24542.84,19107.03,4720.13,1946.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3554.75,10264.91,8511.5875
"1134","Grouper and seabass","Mexico",2810,0,0,0,0,0,0,0,0,126,233,710,1315,424,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1135","Mackerel","Mexico",7123.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,887,1276,1677,1559,938,633.22
"1136","Marine fish","Mexico",4640,12,5,6,0,2,1,0,128,301,351,993,1172,1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,47,217,323,0
"1137","Nile perch","Mexico",1208.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,173,204,136,176,143,122,114.82
"1138","North Pacific hake, Silver hake","Mexico",17158.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.5,1126.75,994,2943.5,2417.75,2193,1451.25,2174.75,1722.5,972.25,905.98
"1139","Rainbow trout, Trout","Mexico",4041.04,26,264,299,0,149,6,0,133,129,83,187,274,647,97,48,29,16,79,0,131,159,78,194,220,301,44,94,67,0,49,32,21,12,49,13,27,21,6,3,27,16,7,3,1.04
"1140","Salmon","Mexico",568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,56,0,0,0,4,0,0,0,0,0,0
"1141","Sardine and Pilchard, South American pilchard, Round sardinella, Pilchards Sardinops spp","Mexico",707097.0566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.78,0,0,149.38,302.96,3208.48,2854.68,31267.14,27754.92,24387.08,47667.7,51106.52,37152.76,36093.02,17914.84,21989.4,29206.34,27420.86,38137.5,47624.16,29353.84,88800.24,39111,10669.5,17183.48,0,2955.52,28812.56,17504.8,28414.5966
"1142","Sardine and Pilchard, South American pilchard, Round sardinella, Sardine and sardinella and sprat","Mexico",86177.26,0,0,0,0,0,0,4322.54,2622.76,3,204.82,412.3,4385.28,3183.94,1316.04,0,0,1750.28,1819.44,0,10860.78,19652.08,0,0,0,0,0,4939.62,10443.16,5833.38,0,0,4389,4740.12,5298.72,0,0,0,0,0,0,0,0,0,0
"1143","Tuna","Mexico",1635.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,18,0,0,0,0,0,51,0,1505.56,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
"1144","Argentine hake","Moldova",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1145","Anchovies Engraulis spp, European anchovy","Morocco",1059836.7872,1064,4282.6,5593.98,6251,7950.74,9905.84,10533.28,10640,11030.28,8284.06,7965.04,7858.48,9231.82,9749.08,12399.48,15111.46,16922.92,17502.3,19871.38,17005.38,19536.92,20124.42,23092.86,27785.24,31490.8,37658.96,35704.74,38652.98,33913.06,36496.68,36671.92,36399.94,39448.96,38188.6,41624.96,48258.1,49807.94,45932.12,38687.56,32020.2,33733.92,35274.94,33406.64,36771.2072
"1146","Anchovy, European anchovy","Morocco",5492,9,5,0,4,187,23,24,8,33,1,55,147,181,9,12,44,28,11,1,0,11,82,7,41,61,122,92,555,223,1198,259,239,380,657,195,286,302,0,0,0,0,0,0,0
"1147","Atlantic bluefin tuna, Bigeye tuna, Bullet tuna, Skipjack tuna, Tuna, Tuna and bonito, Yellowfin tuna, Atlantic bonito, Plain bonito","Morocco",1521.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525.59,360.51,324.52,236.131
"1148","Atlantic bluefin tuna, Bigeye tuna, Bullet tuna, Skipjack tuna, Yellowfin tuna, Tuna and bonito","Morocco",60651.62,3031.34,4686.14,1930.92,1655.88,2205.46,10861.5,760.76,940.9,1954.46,4058.02,3618.82,3130.7,3195.86,4612.58,5112.08,4760.32,874.42,10.74,0,0,0,51,719.56,0,1447.24,423.36,0,0,0,0,0,0,0,0,0,0,609.56,0,0,0,0,0,0,0
"1149","Atlantic chub mackerel, Jack and horse mackerel","Morocco",191525.2244,0,0,0,0,0,213.75,952.5,193.75,1138.75,221.25,0,0,0,0,6.25,27.5,0,66,133.25,172,0,0,0,0,0,0,0,0,0,0,0,9280.5,22582.52,13848.75,8010.5,11071.76,18103.75,15166.75,21431.7,12043.74,14120.34,7149.72,17795.9,17794.2944
"1150","Atlantic salmon and Danube salmon, Pacific salmons","Morocco",548.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,96,0,0,292.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1151","Atlantic salmon and Danube salmon, Pacific salmons, Salmon, Rainbow trout","Morocco",118753.3082,47.88,47.88,0,58.52,0,0,0,106.4,55.86,0,0,0,42.56,0,54.86,51.86,78.86,6399.58,7417,6794.25,5977,5534.9,4515,5316,6410.9,4266.75,4179.75,4723,4435,5851,5064,5059.18,4442,4969,3575.25,2998.75,4233.82,2731.24,2926.25,2841,1724,1629,2079,2116.0082
"1152","Bluntnose sixgill shark, Great white shark, Tope shark","Morocco",286,0,0,0,0,0,0,2,1,0,0,0,1,5,30,27,0,10,0,5,0,0,0,0,0,0,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,82,71,0,0
"1153","Carps and eels and snakeheads","Morocco",511.98,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491,0,0,0,0,9.97999999999999
"1154","Cod, Cod and hake and haddock","Morocco",1829.5,32,69,35,368,256,136,60,63,27.5,65,235.75,155.25,35,11,7,27,110,29,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0
"1155","Cod, European hake, Hake","Morocco",4440.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886,2505,792,42,215.77
"1156","European hake","Morocco",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1157","European pilchard, Madeiran sardinella, Round sardinella, Sardine, Pilchards Sardinops spp and Sardinellas","Morocco",1216.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.5,510,0,0,0,0,20,115,34.84,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8,72.5,0
"1158","European pilchard, Madeiran sardinella, Round sardinella, Sardine, Sardine and sardinella and sprat","Morocco",60362.9594,302.82,186.98,0,0,354.16,0,19.74,14.1,2534.98,3347.44,1497.74,2542.23,3013.84,2949.94,2326.98,1313.78,2679.03,3115.76,2078.28,1806.14,1835.94,0,0,351.12,1005.54,462.84,207.5,1965.38,1962.18,1535.22,6775.02,1909.56,0,1668.24,1313.5,0,516.04,146.9,386.34,1480.5,1573.56,1644.06,1514.34,2025.2394
"1159","European seabass","Morocco",183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,43,11,29,26,16,3,0,0,0,0,0,9,12,6,0,0,0,0,0,0,0,0,0,0,0
"1160","Fish","Morocco",51379.05,1966.26,0,0,0,0,0,0,0,0,0,0,0,0,15629.96,14093.5,6640.28,0,0,0,0,0,0,0,0,0,0,13049.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1161","Flatfish","Morocco",9087,86,69,246,0,0,0,0,0,0,0,0,670,170,161,2244,1727,256,773,690,0,104,0,0,0,0,0,0,0,0,0,0,276,0,280,411,0,177,0,0,11,472,197,67,0
"1162","Freshwater fish","Morocco",1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,501,647,0,0
"1163","Freshwater fish, Marine fish","Morocco",33071.44,44.67,0,35.99,0,45.12,197.4,60.15,3950.24,6264.82,4108.06,4796.75,1679.39,3684.04,438.47,3757.07,728.48,761.15,478.76,120.66,16.02,566,237.22,0,0,10.86,125.02,66.44,0,0,0,0,0,0,0,0,371.04,527.62,0,0,0,0,0,0,0
"1164","Herring, Shad, Madeiran sardinella, Pilchards Sardinops spp and Sardinellas, Round sardinella, Sardine, Sardine and sardinella and sprat, European pilchard","Morocco",29296.8959,0,0,0,0,0,0,0,12.5,0,0,0,0,28.75,15,118.75,23.75,5,17.5,52.5,281.25,11.25,5,5,37.5,25,133.75,417.68,406.25,622.5,1335,1282.5,2270,1347.53,1298.78,777.5,435,545,1845,1986.25,2285.38,2582.04,2259.92,3245.01,3583.0559
"1165","Mackerel","Morocco",1780.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1166","Marine fish","Morocco",1811.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.8,0,0,478.69,373.46,403.58,261.42,214.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1167","Salmonids","Morocco",1881.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,648,137.3
"1168","Spotted flounder, European plaice, Turbot, Common sole","Morocco",2126.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599.48
"1169","Tuna","Morocco",542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,57,31,220,68,75,2,30,7,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,0,0
"1170","Tuna, Tuna and bonito","Morocco",1112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,8,18,13,0,443,306,0,0,0,23,287,0,0,0,0,0,0,0,0,0,0,0,0
"1171","Bigeye tuna, Bullet tuna, Skipjack tuna, Yellowfin tuna, Tuna and bonito","Mozambique",153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1172","Freshwater fish, Marine fish","Mozambique",37669.7357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5859.32,4792.7,4942.8,2807,0,0,0,3274.6,0,0,0,0,0,0,0,0,0,0,0,0,0,8828.28,7165.0357
"1173","Jack and horse mackerel, Narrow-barred Spanish mackerel","Mozambique",721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1174","Marine fish","Mozambique",2520.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,51,130,9,150,251,253,92,0,399,310,455,407.98
"1175","Pacific salmons","Mozambique",7704.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,0,0,0,200,497,629,785,401,817,917,357,551,178,95,203,214,189,98,47,10,71,138,136.23
"1176","Tuna, Tuna and bonito","Mozambique",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1177","Freshwater fish, Marine fish","Myanmar",4882933.0725,47.74,248.64,671.46,1260,3000,4300,6000,7900,5300,4600,3700,726,1192,3820,6756.52,11198.8,10394.32,20491.74,12322.6,78113.68,34443.12,40882.26,44862.83,62790.24,63939.23,83981.68,128560.68,125588.34,112910.32,224408.85,213769.97,32958.9,273868.12,288638.25,348154.69,326159.14,344050.74,335121.92,220582.88,214279.22,246188.24,280169.43,311787.78,342792.7425
"1178","Marine fish","Myanmar",269118.7282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,948,7944,8115,8238,9683,10303,11446,10303,6623,0,7993,8902,8850,8132,10536.68,11086,12901,7751,7445,33238.6,40080.48,38599.9682
"1179","Narrow-barred Spanish mackerel","Myanmar",5913.7498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5913.7498
"1180","Anchovy, Southern African anchovy","Namibia",422.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,373.1
"1181","Atlantic chub mackerel, Atlantic mackerel, Cape horse mackerel, Jack and horse mackerel","Namibia",1412803.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.86,55.86,0,3820,7031,25003,68298,15224.8,56479.88,168403.92,69579.7,97023.38,154227.8,105621.82,129159.22,76207.64,76495.78,81380.88,106320.08,74969.8,51588.2,24391.74,21465.332
"1182","Atlantic salmon and Danube salmon, Pacific salmons","Namibia",1410.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.78,90.28,85.12,77.46,85.12,0,257.96,0,0,0,4.62,174.66,0,444.27,0,77.12,26.06,0,0,0,0
"1183","Atlantic salmon and Danube salmon, Pacific salmons, Salmon, Trout and char","Namibia",531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,154,71,47,0,0,0,0,0,0,0,0,0,37,0,0,0,190,0
"1184","Bigeye tuna, Skipjack tuna, Yellowfin tuna","Namibia",11799.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.96,0,0,495.98,0,0,4940.8,203.04,0,0,65.14,356.82,0,1020.5,0,4701.44,0,0,0,0,0,0,0
"1185","Blue shark, Hammerhead shark","Namibia",734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,2,20,38,20,0,81,175,109,0,0,0,0,0,0
"1186","Blue shark, Hammerhead shark, Shark","Namibia",37348.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,1051,1636,2045,1437,2204,3333,3220,1286,1815,2747,2460,3072,3450,3667,3712.94
"1187","Cape horse mackerel, Mackerel","Namibia",3778596.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236940,263100,209937,181634,118715,111750,145364,182569,179032,116520,128000,127000,144600,90000,85000,56800,54200,10000,23000,60000,28860.28,91643.66,117205.34,111482.3,162097.66,270546.9,234977,237621.95
"1188","Cod","Namibia",211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,4,47,23,0,0,3,48,0,5,0,0,0,0,0,0,0,0
"1189","Cod and hake and haddock","Namibia",316.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,268,0,0,0,3,0,0,3,0,0,0,0,28,0,0.01
"1190","Cod, Hake, Shallow-water Cape hake, Haddock","Namibia",22588.595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6169.5,4817,5625.75,3315.75,368.5,1751,272.25,268.845
"1191","Common sole, West coast sole","Namibia",27366.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3967,2242,1626,975,271,578,182,2085,2533,3800,3348,3081,163,494,78,101,1480,344,9,9.79000000000001
"1192","Fish","Namibia",350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,114,0,0,76,78,17,18,3,0,0
"1193","Flatfish","Namibia",3004.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,52,151,48,45,236,45,55,99,321,326,134,402,107,135,166,221,148,141,67.93
"1194","Freshwater fish","Namibia",25312.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10636.25,3867.5,1643.75,1965,2155,1957.5,1771.25,1315.975
"1195","Freshwater fish, Marine fish","Namibia",1562254.6193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4106,6438,9012.2,12136.48,18109.38,12062.46,21325,81660.56,65253.19,57642.42,86109.89,55480.57,56967.95,75833.49,84541.05,118338.22,149706.35,143246.76,116670.9,107194.98,77877.27,100835.25,47687.48,30380.64,12015.18,11622.9493
"1196","Freshwater fish, Marine fish, Fish","Namibia",22232.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8606.64,5922,5922,0,0,0,0,0,0,0,0,0,0,0,0,0,159.6,0,899.08,710.22,13.3,0
"1197","Marine fish","Namibia",65961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,6,0,0,30,0,0,0,7,1510.75,7708.25,11166,7173.75,7921.5,7717,5586.5,6291.25,5269,5545
"1198","Nile tilapia, Three spotted tilapia","Namibia",5153.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1862.83,64.6900000000001,0,2864.85,268.47,0,92.6599999999999,0
"1199","Pilchards Sardinops spp, Sardine, European pilchard, South American pilchard","Namibia",676.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676.4,0,0,0,0,0
"1200","Salmon","Namibia",458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,62,0,77,31,0,26,0,0,0,0,0,0,0,25,0,0,0,0
"1201","Salmonids","Namibia",392.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,82,0,0,0,0,0,0,0,164,0,0,122.75,0,7.5,2.75,5.73
"1202","Sardine, European pilchard, South American pilchard, Sardine and sardinella and sprat","Namibia",232581.4464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2525,792,802,766,2943,264,1,2966,821,331,1897,2638,29826.2,25084.9,43577,29992.26,22552.28,13322.78,33993.9,17486.1264
"1203","Shallow-water Cape hake","Namibia",803291.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22742,32670,56861,64350,64350,98198,0,0,0,0,0,0,0,0,0,0,0,0,34997.75,45582.5,43361.5,49222.5,59659,70883.75,78920,81493.96
"1204","Shark and ray and skate","Namibia",193.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,11,1,1,5,20,45,15.27
"1205","Smoothmouth sea catfish","Namibia",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"1206","Tadpole codling, Cod and hake and haddock","Namibia",25.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,24.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1207","Tuna","Namibia",8332.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,1104,1448,0,0,0,491,4,1464,941,826,535,70,290,75,46,72,0,576.22
"1208","Whitehead's round herring","Namibia",21406.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.54,521.36,212.8,289.94,123.7,0,0,0,0,0,0,0,63.74,0,0,204.18,1104.56,468.48,1836.06,16530.9,0,0,0
"1209","Rainbow trout, Trout and char","Nepal",1628,0,0,0,0,0,0,0,0,0,291,413,353,246,107,76,80,0,0,60,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1210","Anchovy, European anchovy","Netherlands",550,0,3,0,2,0,1,14,138,123,120,98,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1211","Argentine hake, Cape hake, European hake, Hake of the genus Urophycis, Southern hake","Netherlands",13823.5016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,726.5,1669.73,1800.78,1826.24,3241.84,2371.32,1299.02,888.0716
"1212","Atlantic and Pacific bluefin tuna, Bullet tuna, Skipjack tuna, Tuna, Yellowfin tuna, Atlantic bonito, Bonito Sarda spp","Netherlands",140.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.34,0,10.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1213","Atlantic and Pacific bluefin tuna, Bullet tuna, Skipjack tuna, Yellowfin tuna","Netherlands",45455.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42676.25,0,0,0,0,0,0,0,0,2779.36,0
