"","Aqua.Cap.items","Country","Total.production","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"107","Crustacean","Australia",1071893.878717,13968.24,18025.96,17926.78,21173.13,31536.14,21852.98,26333.63,25106.18,27578.75,22825.63,23386.57,24421.77,28226.6,23754.3784,23921.1253,25980.0111,26991.7849,28270.8353,33735.1868,35569.9059,35566.6122,34114.41,32925.3902,34834.96,31101.7208,30744.0204,24961.2601,25344.7706,26916.5906,24927.9605,21821.5712,17290.2187,17774.7195,15164.4184,15293.891,14007.4416,16029.4204,20008.2401,24841.7306,22434.9313,22329.99,22738.0901,17659.6309,22476.301817
"108","Dogfish and other sharks","Australia",666.55,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,273,5,24,5,3,0,0,10,13,13,18,1,3,32,40,49,42,15,61,40,0,0,0,0,0,0,0,0,2.55
"109","Eels","Australia",9965.54,0,0,0,0,0,0,0,0,0,0,0,0,0,227,243,251,301,340,654,702,646,502,476,424,515,574,425,349,369,273,234,306,245,169,189,327,353,265,186,177,83,67,55,38.54
"110","Fish","Australia",348985.2367,894.44,941.42,934.12,1403.18,2764.29,1990.67,2560.94,2368.69,2936.29,2658.23,5420.5,6932,7541.8,4894.71,12319.63,13163.8,12583.11,10091.7,7573.86,14841.4,7876.91,17008.99,18925.94,19295.98,8906.52,10213.68,17644.51,14765.75,11922.8,11298.28,10405.23,7443.72,8837.25,6819.21,6930.14,5550.27,4622.82,2813.75,5116.32,6689.55,11870.63,6869.18,5577.49,6765.5367
"111","Flatfish","Australia",3472.98,0,0,0,0,0,0,0,0,0,0,0,0,0,140,533,223,192,79,210,77,72,77,63,65,68,281,178,120,275,295,150,80,45,89,52,68,0,3,0,20,0,5,6,6.98
"112","Hake","Australia",1347,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,44,8,0,0,839,3,239,59,36,0,0,0,8,0,57,0,0,0,0,1,0,17,0,0,21,0,0
"113","Herring","Australia",169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,50,14,0,0,0,0,0,0,12,0,0,0
"114","Jack and horse mackerel","Australia",13037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,11525,0,0,0
"115","Mackerel","Australia",21163.8976,0,0,0,0,0,0,0,0,0,0,0,0,0,83.62,2.66,28,3.66,77.52,172.5,37.96,119.8,356.88,33,62.22,1251.54,1601.88,249.3,71.66,75,55.66,122,7,74.86,354.86,309.62,207.48,175.56,114.38,47.22,1854.7,12383.98,526.44,350.18,352.7576
"116","Marine fish","Australia",43847,544,761,527,465,725,777,1499,1253,1091,1042,1347,2033,1600,1256,1778,3156,1103,1604,2847,0,2200,0,0,0,1006,1360,0,1120,1824,1950,1890,1642,1110,1478,1490,1369,0,0,0,0,0,0,0,0
"117","Nile perch and snakeheads Channa spp","Australia",144.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,50,84.16
"118","Pacific salmons","Australia",2909.17,0,0,0,0,0,0,0,0,0,0,0,0,0,135,485,109,3,92,2,12,50,11,32,19,127,259,14,0,0,56,52,108,30,6,9,11,418,202,11,140,64,37,413,2.17
"119","Pilchards Sardinops spp","Australia",2195.9364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66,0,85.12,162.26,111.72,29.26,271.32,143.64,138.32,39.9,202.16,263.34,162.26,119.7,101.08,111.72,135.66,39.9,2.66,23.94,34.58,14.7364
"120","Salmon","Australia",56800.6811,715.54,55.86,127.68,122.36,172.9,133,101.08,236.74,109.06,300.58,148.96,53.2,13.3,255.92,633.8,1304.46,359.96,1437.2,2834.6,2636.58,2780,2395.04,1511.16,1075.5,1113.9,1325.14,1439.76,742.38,1423.68,2289.94,1143.82,3434.18,4500.22,5078.98,5236.98,5405.58,150.25,541.75,1346.67,621.9,286.1,348.96,357.9,498.1111
"121","Salmonids","Australia",6287.33,0,0,0,0,0,0,0,0,0,0,0,0,0,187,248,312,182,185,399,681,546,722,696,431,267,264,239,5,4,3,15,76,53,58,63,10,104,34,44,93,154,128,36,48.33
"122","Sardine and sardinella and sprat","Australia",2325.61,0,0,0,0,0,0,0,0,0,0,0,0,0,337.52,67.28,282.9,88.92,79.94,43.96,22,37.32,110.32,93,103,68,56,155,77,61,3,8,13,16,7,16,11,27,15,75,0,15,16,289,131.45
"123","Skipjack tuna","Australia",2177.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,800,0,0,0,0,4,74,5,0,13,16,330,0,2,4,14,1,2,0,0,1,1,2,0,4,1,3.13
"124","Southern blue whiting","Australia",828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,183,47,0,0,65,65,0
"125","Southern bluefin tuna","Australia",149624.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8420,8624,8121,9218,8319,9474,7781,8109,6102,7241,7232,7981,9028,8630,8192,8680,9204,9268.55
"126","Swordfish","Australia",5496.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,364,426,482,375,510,365,518,492,523,498,436,286.37
"127","Toothfish Dissostichus spp","Australia",8015.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2919.5,1784.5,0,416,0,0,0,0,0,713.75,0,110,1.25,0,17.5,375.75,94.75,229.5,639.25,714.065
"128","Trout and char","Australia",18130.72,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,19,40,196,317,754,1083,1308,901,1866,1274,1377,1069,671,467,220,269,390,460,599,424,415,542,630,571,642,530,485,373,201.72
"129","Tuna","Australia",160194.8678,1490.5,4729.18,1840.16,1913.86,6234.84,4180.34,12100.88,15596.92,5191.22,3543.62,2544.12,3924.36,2105.4,1887.3,3118.91,1641,1368.35,1510.37,3271.29,1627.88,4190.33,4197.46,6427.3,7239.24,11351.81,11249,1053.48,770.78,1046.28,1688.52,1241.26,806.44,1514.04,681.08,792.04,571.6,662.68,2775.06,5858.38,3506.26,3452.38,3832.2,3234.04,2232.7078
"130","Tuna and bonito and billfish","Australia",273.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,2.66,0,21.28,95.76,0,148.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","Yellowfin tuna","Australia",36270.9,0,0,0,0,0,0,0,0,0,0,0,0,0,514,533,274,396,344,749,844,935,1613,2657,3197,3703,4066,2810,2439,1377,676,1959,318,524,439,542,832,290,281,475,861,759,598,442,823.9
"132","Alaska pollock","Austria",1996.8788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32,7.98,0,0,0,2.66,7.98,13.3,20,49.9,220.78,80.09,112.17,105.41,217.43,443.55,94.32,94.03,196.2,120.63,86.05,64.93,54.1488
"133","Anchovy","Austria",7309.9154,0,0,0,0,0,0,0,0,0,0,0,0,31.92,7.98,5.32,15.96,18.62,2.66,10.64,5.32,2.66,31.92,140.98,111.72,90.44,77.14,119.16,158.76,280.14,158.84,438.1,621.74,678.64,446.36,739.82,499.32,263.76,502.32,521.72,418.3,215.34,306.96,178.96,208.3954
"134","Atlantic redfish","Austria",107.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01
"135","Atlantic salmon and Danube salmon","Austria",2034.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,201,309,301,252,257,252,278.79
"136","Carps","Austria",4355.03,12,8,5,0,8,0,0,0,2,0,1,0,2,0,0,0,0,0,0,6,69,349,680,550,649,559,627,413,123,0,0,0,0,0,0,0,0,1,1,0,0,270,0,20.03
"137","Carps and eels and snakeheads","Austria",253.6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5,50,33.75,35,27.5,25,18.75,16.1125
"138","Catfish","Austria",828.2375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.25,52.5,80,90,76.25,116.25,113.75,63.75,85,114.4875
"139","Cephalopod","Austria",2286.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,7,12,11,16,27,50,77,104.6,124.54,98.92,338.02,354.66,352,371.98,328.308
"140","Cod","Austria",565.6889,0,0,0,0,0,0,7.98,0,0,0,0,2.66,7.98,0,2.66,47.88,34.58,87.78,138.32,7.98,2.66,0,0,0,0,0,0,28.75,0,0,30,2.66,10.64,1.25,25,10,7.5,18.75,5,52.37,11.89,9.23,6.57,5.5989
"141","Cod and hake and haddock","Austria",211.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,52.5,25,26.25,28.75,17.5,17.5,22.675
"142","Crustacean","Austria",11521.3778,189,19,20,30,27,0,0,20,0,3,1,6,0,0,1,0,0,6,2,10.81,46.24,11.27,5.54,9.08,8.81,9.81,11.08,20.62,7.81,25.43,368.31,448.25,654.66,581.08,337.14,952.13,1464.67,1273.31,695.98,785.56,817.66,941.18,886.12,824.8278
"143","Eels","Austria",793,0,0,0,0,0,0,0,0,0,0,0,0,70,103,81,40,54,46,40,100,98,86,62,2,1,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","European pilchard","Austria",10111.1578,0,0,0,0,0,0,0,0,0,0,0,0,2.66,23.94,13.3,106.4,10.64,42.56,95.76,707.56,82.46,207.48,58.52,106.4,10.64,80.18,59.94,68,98.66,1060.72,524.64,1026.76,1239.56,571.9,1040.06,420.62,267,146.3,186.2,89.78,51.54,65.84,816.96,828.1778
"145","European plaice","Austria",355.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,6.25,0,10,0,0,0,0,0,8.75,15,3.75,11.25,5,20,22.5,13.75,3.75,90,116.25,15,5,5,3.2
"146","Fish","Austria",29076.2637,327.18,335.16,228.76,289.94,276.64,1063.84,1590.52,2144.06,1578.12,927.06,1172.58,614.3,130.12,148.16,91.37,180.85,164.73,121.08,203.38,346.9,238.16,227.1,94.26,37.53,33.94,197.07,87.11,116.02,197.52,422.6,410.68,528.39,349.02,466.27,947.03,1338.92,1643.09,1134.26,1204.07,1435.22,1340.74,1470.19,1656.08,1566.2437
"147","Freshwater fish","Austria",30279.3225,167,142,204,293,152,125,261,158,100,138,236,100,11.25,59,91.5,133,113.5,83.5,71.5,119.75,80.75,177.25,195.75,285.75,215,271.75,2302,7404.75,11137,2074.25,123,283.5,344,585,315.5,465.25,145.5,78,94.5,78.75,69.75,184.25,286.75,322.3225
"148","Gilthead seabream","Austria",5006.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,4,28,10,0,0,0,67,47,82,643,977,574,390,483,529,708,220,198.42
"149","Herring","Austria",29347.0779,0,0,0,0,0,6,1,0,1,0,0,0,300.58,348.46,526.68,340.48,1800.82,1806.14,1811.46,2556.26,2463.04,2234.95,2466.54,2168.44,3105.8,1728.14,1320.13,482.6,582.54,236.03,164.6,247.99,225.14,195.11,309.65,281.96,263.02,206.07,237.83,220.46,173.8,173.48,167.07,193.8079
"150","Jack and horse mackerel","Austria",247.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,10,4,0,23,24,8,4,0,47,45,25,12,0,0,0,12.13
"151","Mackerel","Austria",3231.7056,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,5.32,0,25.28,71.54,10.64,53.2,15.96,19,5.32,31.3,12.66,16.66,52,55.98,42.28,112.06,213.8,252.06,322.86,348.8,282.08,221.12,282.02,207.86,110.74,93.78,98.48,107.12,139.7856
"152","Marine fish","Austria",9156.785,2,1,0,0,5,5,2,7,30,7,34,55,7.5,25,17.5,41.25,53.5,33.75,48.75,11,343.75,139.75,12.5,94.75,13.25,31.25,80.25,93.75,85.25,87.25,74.5,62.75,145.5,289,543.5,573.5,1139,885.5,849.75,951.5,866,644.5,340.25,423.535
"153","Pacific salmons","Austria",186.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,0,0,13,14,19,19,27,25,22,13,3,1,5,7,4,0,0,0,0.1
"154","Pelagic fish","Austria",920.8122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.82,0,29.26,0,0,0,7.98,2.66,0,5.32,0,50.54,37.24,66.5,55.86,79.8,29.26,37.24,39.9,45.22,74.48,69.16,69.16,71.82,77.5922
"155","Pilchards Sardinops spp and Sardinellas","Austria",357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,16,0,15,74,170,8,18,5,17,19,0,0,0,0,0,0,0,0,0,0,0,0
"156","Redfish","Austria",1104.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.75,0,0,780,122.5,0,0,0,0,0,1.25,3.75,5,0,41.25,8.75,1.25,0,1.25,0,0.55
"157","Saithe","Austria",621.6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1.25,8.75,0,1.25,2.5,2.5,5,6.25,13.75,75,121.25,76.25,107.5,81.25,94.1625
"158","Salmon","Austria",16817.4844,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,2.5,4.75,15.07,26.55,29.14,30.1,36.83,60.4,44.08,66.63,96.18,74.04,192.25,257.46,219.45,107.15,272.1,525.75,358.29,496.97,423.43,691.02,1560.44,1467.52,1264.6,1258.83,1448.19,1587.13,2076.2,2120.6844
"159","Salmonids","Austria",1035.7598,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3.66,0,0,4,9,19,18,15,0,7.98,0,7.98,0,0,0,4,1,5.66,2,1,806.98,116.08,3,6.66,2.7598
"160","Seabass","Austria",3626.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,26,360,110,12,0,0,226,404,356,941,510,85,13,29,189,88,135,28.34
"161","Seabream","Austria",830.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,52,28,0,0,0,17,53,408,259,1,0,0,0,1,3,0,0.05
"162","Skipjack tuna","Austria",10771.7498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2481.78,2271.64,2258.34,2250.36,1509.6298
"163","Tilapia","Austria",146.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,11.25,15,13.75,17.5,21.25,15,13.75,18.75,19.0625
"164","Trout","Austria",1466.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,55,106.25,112.5,17.5,20,27.5,10,5,7.5,11.25,15,21.25,67.5,20,2.5,22.5,53.75,87.5,100,166.25,168.75,45,132.5,156.025
"165","Trout and char","Austria",78418.285,82,135,49,38,26,37,58,39,29,21,34,27,54,34,49,16,29,30,32,18,41,41,33,666.5,724,539,812.5,310.5,282.5,502,1067.5,971.5,2046,2957.5,3500.5,5231.5,7060.5,8729.5,7094.5,5546.5,7290.5,6815.5,7175.5,8142.285
"166","Tuna","Austria",35634.1552,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,66.5,71.82,77.14,170.24,332.5,5208.28,2029.58,85.12,58.52,406.98,412.3,311.22,311.22,231.42,364.42,2062.59,1366.92,2782.04,2561.42,1795.18,2348.43,2177.23,2152.52,2065.38,3113.74,395.67,429.32,480.63,602.06,1150.4652
"167","Tuna and bonito and billfish","Austria",976.9116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.98,0,13.3,0,23.94,29.26,26.6,0,2.66,7.98,7.98,10.64,5.32,34.58,87.78,58.52,66.5,29.26,47.88,66.5,95.76,103.74,98.42,90.44,61.8716
"168","Black and Caspian Sea sprat","Azerbaijan",2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,588,19,120,0,200,200,0,0,0,0,0,0,0,0,0
"169","Cod","Azerbaijan",2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,1497,0,0,155,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
"170","Fish","Azerbaijan",5512.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.4,0,231.5,0,197.4,0,0,0,0,2277,365,0,0,0,0,0,0,0,0,0,0,0,1085,984.72
"171","Flatfish","Azerbaijan",1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,140,0,0,0,0,98,533,139,60,110,0,0,0,0,0,0,0,0,0,0,0,0
"172","Freshwater fish","Azerbaijan",5378.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3247.54,334.46,165,993,170,16,100,180,0,106.25,0,21.25,0,0,0,0,45,0,0,0,0,0,0,0,0,0
"173","Pacific salmons","Azerbaijan",1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,61,480,480,280,0,0,0,0,0,0,0,0,0,0
"174","Salmonids","Azerbaijan",598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,115,175,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
"175","Sardine and sardinella and sprat","Azerbaijan",2566.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,95,104,821,30,130,0,0,0,0,0,20,6,0,0,250,0,12,0,0,110,188,235,315.22
"176","Crustacean","Bahamas",122111.965426,992.41,1143.71,903.76,1026.74,1189.76,1135.51,1181.44,1215.5,1522.95,1853.28,2229.6,1692.5,2357.07,1754.61,2860,3041.98,3454.5916,3690.5033,3826.9947,3406.1128,3695.6525,3278.7722,3543.1044,3716.9248,5082.82,3294.08,3734.69,4879.41,3825.94,2972.95,3311.51,2986.36,3015.1,3329.33,3046.49,2973.8901,3173.81,3865.58,2707.73,3032.11,3041.82,3895.98,2945.5202,2283.368826
"177","Fish","Bahamas",3175,4,48,66,34,92,153,202,273,30,70,150,169,157,211,220,242,193,93,20,42,134,146,211,107,0,0,0,0,8,0,0,0,0,0,0,0,0,1,73,26,0,0,0,0
"178","Grouper","Bahamas",143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,3,6,2,6,37,5,32,31,0,0,6,0,0,0
"179","Marine fish","Bahamas",543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,42,110,13,0,19,62,42,55,14,74,9,53,0,17,0,0,0,0
"180","Skipjack tuna","Bahamas",122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,72,12,0
"181","Snapper","Bahamas",197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,12,18,10,0,42,13,13,29,32,0,1,18,0,0,0
"182","Carps","Bangladesh",3290.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,758.75,597.75,1420.64
"183","Catfish","Bangladesh",3482.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,251.75,1177,1226.25,822.99
"184","Cod","Bangladesh",2098.44,0,0,0,0,0,0,42.3,0,0,78.96,8.46,62.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.54,56.4,121.26,59.22,121.26,0,16.92,137.56,54.56,188.94,208.68,141,414.54,253.8,0,0,0
"185","Cod and hake and haddock","Bangladesh",4916.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,1556,482,0,424,33,517,365.15
"186","Crustacean","Bangladesh",1551484.8405,3825,3415.78,2475.12,4348.72,9066.3,6879.54,8181.54,11953.38,15280.04,22636,17547.96,20479.36,20286.24,20691,26061,22924.28,24919,27563,34476,28430.48,28033,31739,23415,21099,28936,33583,29759,34614,42129,40979,45409,67968.47,58325.95,44660.76,52437.41,54519,64028.6,95019.32,98673,71891.84,93196.94,53163.38,52394.84,54070.5905
"187","Fish","Bangladesh",431399.9576,217.14,219.2,565.13,1180.39,1574.76,1896.38,2275.27,3843.95,6530.17,5885.9,9270.9,8283.78,11012.64,7179.86,8704.98,8886,8229.35,6164.02,7795.19,15491.28,15566.86,17421.85,10104.35,11795.58,13936.64,9064.33,8513.12,5705.3,5271.4,10665.65,10093.83,13890.93,18326.73,11011.16,16866.29,24589.59,11673.22,10727.44,14832.19,12952.13,18531.43,10943.23,14991.05,18719.3676
"188","Flatfish","Bangladesh",8868.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,0,0,166,71,62,347,315,1967,688,448,35,4,7,50,584,641,994,601,721,1136.88
"189","Freshwater fish","Bangladesh",7306.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,77.5,55,56.25,965.75,2276,1924,1871.52
"190","Hairtails","Bangladesh",779.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,193,317.59
"191","Hilsa shad","Bangladesh",476.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476.56
"192","Mackerel","Bangladesh",696.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,89,92,104,68,107,131.83
"193","Marine fish","Bangladesh",32737.54,0,5.32,0,0,0,18.62,0,0,0,0,0,0,0,10,0,0,532,0,0,0,0,0,0,0,0,6,110,232,330,412,491,1003,2124.75,2536,2297,2380.5,2515.5,4543,2248,2286,2132.25,2458,3053,1013.6
"194","Nile perch and snakeheads Channa spp","Bangladesh",9240.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022.75,2256.75,534.5,286.25,91,1895.5,2055.5,98.36
"195","Pomfret and ocean breams","Bangladesh",736.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,183,397.34
"196","Salmonids","Bangladesh",59894.06,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,80,0,0,22,0,0,0,0,0,0,19,1814,3834,7400,6182,4488,6176,6624,7824,7111,1870,2469,1061,811,375,305,178,1154.06
"197","Sardine and sardinella and sprat","Bangladesh",115.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,37,0,0,0,0,0,0,2,7,17,37.43
"198","Shark and ray and skate","Bangladesh",141.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,38,47.14
"199","Tilapia","Bangladesh",4241.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,205,832,1574,1526.71
"200","Trout and char","Bangladesh",369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,85,90,109,80,0,0,0
"201","Tuna","Bangladesh",186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,14,0,0,40,40,0,0,0,2,0,0,27,17,0,24,1,0,0
"202","Albacore","Barbados",192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,20,9,84,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","Crustacean","Barbados",272,54,181,9,3,0,3,0,9,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","Marine fish","Barbados",1505.5,34,9,1,1,2,1,1,18,8,13.25,27.75,25,62,31.5,5.5,14.75,36.5,47.5,66.25,121,71.75,68.25,101,92.5,44.75,28.5,5.5,3.5,11,143.75,1.25,58.25,39,4.5,1.25,0,0,8.5,0,0,67.5,98.75,130,0
"205","Tuna","Barbados",1316.8375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,15,28,96,47,186,154,112,114,52,16,0,10,0,44,62,53,17,29.25,33.75,51.25,35,35,43.75,1,0,0,66.8375
"206","Yellowfin tuna","Barbados",2110.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,239,153,212,104,183,144,106,45,19,58,47,83,108,114,128,153,53,26,29.03
"207","Alaska pollock","Belarus",3272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,557,0,1082,222,79,128,17,39,77,0,65,19,39,2,23,21,0,0,0,260,0
"208","Anchovies and Indian mackerels and seerfishes","Belarus",1022.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,740,40.76
"209","Anchovy","Belarus",3746.1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673.98,871.38,2200.8126
"210","Atlantic salmon and Danube salmon","Belarus",10375.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,18,0,1,0,0,0,0,0,357,1283,3120,3003,1205,417,53,726,139.99
"211","Blue mackerel","Belarus",151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,57,0,0,40,34,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
